Ligand	Receptor	Source	Target
COL4A6	CD47	Liver	Muscle
COL4A6	CD47	Muscle	Muscle
COL4A6	CD47	Neural	Muscle
COL4A6	ITGB1	Liver	Endothelial
COL4A6	ITGB1	Muscle	Endothelial
COL4A6	ITGB1	Neural	Endothelial
COL4A6	ITGB1	Liver	Epithelial
COL4A6	ITGB1	Muscle	Epithelial
COL4A6	ITGB1	Neural	Epithelial
COL4A6	ITGB1	Liver	Liver
COL4A6	ITGB1	Muscle	Liver
COL4A6	ITGB1	Neural	Liver
COL4A6	ITGB1	Liver	Muscle
COL4A6	ITGB1	Muscle	Muscle
COL4A6	ITGB1	Neural	Muscle
COL4A6	ITGB1	Liver	Neural
COL4A6	ITGB1	Muscle	Neural
COL4A6	ITGB1	Neural	Neural
COL4A6	ITGB1	Liver	USC
COL4A6	ITGB1	Muscle	USC
COL4A6	ITGB1	Neural	USC
COL4A6	ITGB1	Liver	Stromal
COL4A6	ITGB1	Muscle	Stromal
COL4A6	ITGB1	Neural	Stromal
COL4A5	CD47	Muscle	Muscle
COL4A5	ITGB1	Muscle	Endothelial
COL4A5	ITGB1	Muscle	Epithelial
COL4A5	ITGB1	Muscle	Liver
COL4A5	ITGB1	Muscle	Muscle
COL4A5	ITGB1	Muscle	Neural
COL4A5	ITGB1	Muscle	USC
COL4A5	ITGB1	Muscle	Stromal
COL4A1	CD47	Muscle	Muscle
COL4A1	ITGB1	Muscle	Endothelial
COL4A1	ITGB1	Muscle	Epithelial
COL4A1	ITGB1	Muscle	Liver
COL4A1	ITGB1	Muscle	Muscle
COL4A1	ITGB1	Muscle	Neural
COL4A1	ITGB1	Muscle	USC
COL4A1	ITGB1	Muscle	Stromal
LRPAP1	LRP1	Endothelial	Endothelial
LRPAP1	LRP1	Epithelial	Endothelial
LRPAP1	LRP1	Liver	Endothelial
LRPAP1	LRP1	Muscle	Endothelial
LRPAP1	LRP1	Neural	Endothelial
LRPAP1	LRP1	USC	Endothelial
LRPAP1	LRP1	Stromal	Endothelial
LRPAP1	LRP1	Endothelial	Muscle
LRPAP1	LRP1	Epithelial	Muscle
LRPAP1	LRP1	Liver	Muscle
LRPAP1	LRP1	Muscle	Muscle
LRPAP1	LRP1	Neural	Muscle
LRPAP1	LRP1	USC	Muscle
LRPAP1	LRP1	Stromal	Muscle
LRPAP1	LRP1	Endothelial	USC
LRPAP1	LRP1	Epithelial	USC
LRPAP1	LRP1	Liver	USC
LRPAP1	LRP1	Muscle	USC
LRPAP1	LRP1	Neural	USC
LRPAP1	LRP1	USC	USC
LRPAP1	LRP1	Stromal	USC
LRPAP1	LRP2	Endothelial	Stromal
LRPAP1	LRP2	Epithelial	Stromal
LRPAP1	LRP2	Liver	Stromal
LRPAP1	LRP2	Muscle	Stromal
LRPAP1	LRP2	Neural	Stromal
LRPAP1	LRP2	USC	Stromal
LRPAP1	LRP2	Stromal	Stromal
LRPAP1	SORL1	Endothelial	Muscle
LRPAP1	SORL1	Epithelial	Muscle
LRPAP1	SORL1	Liver	Muscle
LRPAP1	SORL1	Muscle	Muscle
LRPAP1	SORL1	Neural	Muscle
LRPAP1	SORL1	USC	Muscle
LRPAP1	SORL1	Stromal	Muscle
LRPAP1	SORL1	Endothelial	USC
LRPAP1	SORL1	Epithelial	USC
LRPAP1	SORL1	Liver	USC
LRPAP1	SORL1	Muscle	USC
LRPAP1	SORL1	Neural	USC
LRPAP1	SORL1	USC	USC
LRPAP1	SORL1	Stromal	USC
LRPAP1	SORT1	Endothelial	Muscle
LRPAP1	SORT1	Epithelial	Muscle
LRPAP1	SORT1	Liver	Muscle
LRPAP1	SORT1	Muscle	Muscle
LRPAP1	SORT1	Neural	Muscle
LRPAP1	SORT1	USC	Muscle
LRPAP1	SORT1	Stromal	Muscle
LRPAP1	SORT1	Endothelial	USC
LRPAP1	SORT1	Epithelial	USC
LRPAP1	SORT1	Liver	USC
LRPAP1	SORT1	Muscle	USC
LRPAP1	SORT1	Neural	USC
LRPAP1	SORT1	USC	USC
LRPAP1	SORT1	Stromal	USC
APP	CD74	Endothelial	Epithelial
APP	CD74	Epithelial	Epithelial
APP	CD74	Liver	Epithelial
APP	CD74	Muscle	Epithelial
APP	CD74	Neural	Epithelial
APP	CD74	USC	Epithelial
APP	CD74	Stromal	Epithelial
APP	CD74	Endothelial	Muscle
APP	CD74	Epithelial	Muscle
APP	CD74	Liver	Muscle
APP	CD74	Muscle	Muscle
APP	CD74	Neural	Muscle
APP	CD74	USC	Muscle
APP	CD74	Stromal	Muscle
APP	CD74	Endothelial	Neural
APP	CD74	Epithelial	Neural
APP	CD74	Liver	Neural
APP	CD74	Muscle	Neural
APP	CD74	Neural	Neural
APP	CD74	USC	Neural
APP	CD74	Stromal	Neural
APP	CD74	Endothelial	Stromal
APP	CD74	Epithelial	Stromal
APP	CD74	Liver	Stromal
APP	CD74	Muscle	Stromal
APP	CD74	Neural	Stromal
APP	CD74	USC	Stromal
APP	CD74	Stromal	Stromal
APP	GPC1	Endothelial	Muscle
APP	GPC1	Epithelial	Muscle
APP	GPC1	Liver	Muscle
APP	GPC1	Muscle	Muscle
APP	GPC1	Neural	Muscle
APP	GPC1	USC	Muscle
APP	GPC1	Stromal	Muscle
APP	GPC1	Endothelial	Neural
APP	GPC1	Epithelial	Neural
APP	GPC1	Liver	Neural
APP	GPC1	Muscle	Neural
APP	GPC1	Neural	Neural
APP	GPC1	USC	Neural
APP	GPC1	Stromal	Neural
APP	LRP1	Endothelial	Endothelial
APP	LRP1	Epithelial	Endothelial
APP	LRP1	Liver	Endothelial
APP	LRP1	Muscle	Endothelial
APP	LRP1	Neural	Endothelial
APP	LRP1	USC	Endothelial
APP	LRP1	Stromal	Endothelial
APP	LRP1	Endothelial	Muscle
APP	LRP1	Epithelial	Muscle
APP	LRP1	Liver	Muscle
APP	LRP1	Muscle	Muscle
APP	LRP1	Neural	Muscle
APP	LRP1	USC	Muscle
APP	LRP1	Stromal	Muscle
APP	LRP1	Endothelial	USC
APP	LRP1	Epithelial	USC
APP	LRP1	Liver	USC
APP	LRP1	Muscle	USC
APP	LRP1	Neural	USC
APP	LRP1	USC	USC
APP	LRP1	Stromal	USC
APP	NCSTN	Endothelial	Muscle
APP	NCSTN	Epithelial	Muscle
APP	NCSTN	Liver	Muscle
APP	NCSTN	Muscle	Muscle
APP	NCSTN	Neural	Muscle
APP	NCSTN	USC	Muscle
APP	NCSTN	Stromal	Muscle
APP	NCSTN	Endothelial	USC
APP	NCSTN	Epithelial	USC
APP	NCSTN	Liver	USC
APP	NCSTN	Muscle	USC
APP	NCSTN	Neural	USC
APP	NCSTN	USC	USC
APP	NCSTN	Stromal	USC
IGFBP4	LRP6	Endothelial	USC
IGFBP4	LRP6	Muscle	USC
IGFBP4	LRP6	Neural	USC
IGFBP4	LRP6	USC	USC
CALM2	INSR	Endothelial	Endothelial
CALM2	INSR	Epithelial	Endothelial
CALM2	INSR	Liver	Endothelial
CALM2	INSR	Muscle	Endothelial
CALM2	INSR	Neural	Endothelial
CALM2	INSR	USC	Endothelial
CALM2	INSR	UDC	Endothelial
CALM2	INSR	Stromal	Endothelial
CALM2	INSR	Endothelial	Muscle
CALM2	INSR	Epithelial	Muscle
CALM2	INSR	Liver	Muscle
CALM2	INSR	Muscle	Muscle
CALM2	INSR	Neural	Muscle
CALM2	INSR	USC	Muscle
CALM2	INSR	UDC	Muscle
CALM2	INSR	Stromal	Muscle
CALM2	INSR	Endothelial	Neural
CALM2	INSR	Epithelial	Neural
CALM2	INSR	Liver	Neural
CALM2	INSR	Muscle	Neural
CALM2	INSR	Neural	Neural
CALM2	INSR	USC	Neural
CALM2	INSR	UDC	Neural
CALM2	INSR	Stromal	Neural
CALM2	INSR	Endothelial	USC
CALM2	INSR	Epithelial	USC
CALM2	INSR	Liver	USC
CALM2	INSR	Muscle	USC
CALM2	INSR	Neural	USC
CALM2	INSR	USC	USC
CALM2	INSR	UDC	USC
CALM2	INSR	Stromal	USC
CALM3	INSR	Endothelial	Endothelial
CALM3	INSR	Epithelial	Endothelial
CALM3	INSR	Liver	Endothelial
CALM3	INSR	Muscle	Endothelial
CALM3	INSR	Neural	Endothelial
CALM3	INSR	USC	Endothelial
CALM3	INSR	UDC	Endothelial
CALM3	INSR	Stromal	Endothelial
CALM3	INSR	Endothelial	Muscle
CALM3	INSR	Epithelial	Muscle
CALM3	INSR	Liver	Muscle
CALM3	INSR	Muscle	Muscle
CALM3	INSR	Neural	Muscle
CALM3	INSR	USC	Muscle
CALM3	INSR	UDC	Muscle
CALM3	INSR	Stromal	Muscle
CALM3	INSR	Endothelial	Neural
CALM3	INSR	Epithelial	Neural
CALM3	INSR	Liver	Neural
CALM3	INSR	Muscle	Neural
CALM3	INSR	Neural	Neural
CALM3	INSR	USC	Neural
CALM3	INSR	UDC	Neural
CALM3	INSR	Stromal	Neural
CALM3	INSR	Endothelial	USC
CALM3	INSR	Epithelial	USC
CALM3	INSR	Liver	USC
CALM3	INSR	Muscle	USC
CALM3	INSR	Neural	USC
CALM3	INSR	USC	USC
CALM3	INSR	UDC	USC
CALM3	INSR	Stromal	USC
BMP7	ACVR2B	Endothelial	Endothelial
BMP7	ACVR2B	Muscle	Endothelial
BMP7	ACVR2B	USC	Endothelial
BMP7	ACVR2B	Endothelial	Liver
BMP7	ACVR2B	Muscle	Liver
BMP7	ACVR2B	USC	Liver
BMP7	ACVR2B	Endothelial	Muscle
BMP7	ACVR2B	Muscle	Muscle
BMP7	ACVR2B	USC	Muscle
BMP7	ACVR2B	Endothelial	Neural
BMP7	ACVR2B	Muscle	Neural
BMP7	ACVR2B	USC	Neural
BMP7	ACVR2B	Endothelial	USC
BMP7	ACVR2B	Muscle	USC
BMP7	ACVR2B	USC	USC
BMP7	BMPR1A	Endothelial	USC
BMP7	BMPR1A	Muscle	USC
BMP7	BMPR1A	USC	USC
BMP4	ACVR2B	Endothelial	Endothelial
BMP4	ACVR2B	Muscle	Endothelial
BMP4	ACVR2B	USC	Endothelial
BMP4	ACVR2B	Endothelial	Liver
BMP4	ACVR2B	Muscle	Liver
BMP4	ACVR2B	USC	Liver
BMP4	ACVR2B	Endothelial	Muscle
BMP4	ACVR2B	Muscle	Muscle
BMP4	ACVR2B	USC	Muscle
BMP4	ACVR2B	Endothelial	Neural
BMP4	ACVR2B	Muscle	Neural
BMP4	ACVR2B	USC	Neural
BMP4	ACVR2B	Endothelial	USC
BMP4	ACVR2B	Muscle	USC
BMP4	ACVR2B	USC	USC
BMP4	BMPR1A	Endothelial	USC
BMP4	BMPR1A	Muscle	USC
BMP4	BMPR1A	USC	USC
TDGF1	ACVR2B	Endothelial	Endothelial
TDGF1	ACVR2B	USC	Endothelial
TDGF1	ACVR2B	UDC	Endothelial
TDGF1	ACVR2B	Endothelial	Liver
TDGF1	ACVR2B	USC	Liver
TDGF1	ACVR2B	UDC	Liver
TDGF1	ACVR2B	Endothelial	Muscle
TDGF1	ACVR2B	USC	Muscle
TDGF1	ACVR2B	UDC	Muscle
TDGF1	ACVR2B	Endothelial	Neural
TDGF1	ACVR2B	USC	Neural
TDGF1	ACVR2B	UDC	Neural
TDGF1	ACVR2B	Endothelial	USC
TDGF1	ACVR2B	USC	USC
TDGF1	ACVR2B	UDC	USC
TDGF1	GPC1	Endothelial	Muscle
TDGF1	GPC1	USC	Muscle
TDGF1	GPC1	UDC	Muscle
TDGF1	GPC1	Endothelial	Neural
TDGF1	GPC1	USC	Neural
TDGF1	GPC1	UDC	Neural
HSP90B1	ERBB2	Endothelial	Endothelial
HSP90B1	ERBB2	Epithelial	Endothelial
HSP90B1	ERBB2	Liver	Endothelial
HSP90B1	ERBB2	Muscle	Endothelial
HSP90B1	ERBB2	Neural	Endothelial
HSP90B1	ERBB2	USC	Endothelial
HSP90B1	ERBB2	UDC	Endothelial
HSP90B1	ERBB2	Stromal	Endothelial
HSP90B1	ERBB2	Endothelial	Muscle
HSP90B1	ERBB2	Epithelial	Muscle
HSP90B1	ERBB2	Liver	Muscle
HSP90B1	ERBB2	Muscle	Muscle
HSP90B1	ERBB2	Neural	Muscle
HSP90B1	ERBB2	USC	Muscle
HSP90B1	ERBB2	UDC	Muscle
HSP90B1	ERBB2	Stromal	Muscle
HSP90B1	ERBB2	Endothelial	Neural
HSP90B1	ERBB2	Epithelial	Neural
HSP90B1	ERBB2	Liver	Neural
HSP90B1	ERBB2	Muscle	Neural
HSP90B1	ERBB2	Neural	Neural
HSP90B1	ERBB2	USC	Neural
HSP90B1	ERBB2	UDC	Neural
HSP90B1	ERBB2	Stromal	Neural
HSP90B1	ERBB2	Endothelial	USC
HSP90B1	ERBB2	Epithelial	USC
HSP90B1	ERBB2	Liver	USC
HSP90B1	ERBB2	Muscle	USC
HSP90B1	ERBB2	Neural	USC
HSP90B1	ERBB2	USC	USC
HSP90B1	ERBB2	UDC	USC
HSP90B1	ERBB2	Stromal	USC
HSP90B1	LRP1	Endothelial	Endothelial
HSP90B1	LRP1	Epithelial	Endothelial
HSP90B1	LRP1	Liver	Endothelial
HSP90B1	LRP1	Muscle	Endothelial
HSP90B1	LRP1	Neural	Endothelial
HSP90B1	LRP1	USC	Endothelial
HSP90B1	LRP1	UDC	Endothelial
HSP90B1	LRP1	Stromal	Endothelial
HSP90B1	LRP1	Endothelial	Muscle
HSP90B1	LRP1	Epithelial	Muscle
HSP90B1	LRP1	Liver	Muscle
HSP90B1	LRP1	Muscle	Muscle
HSP90B1	LRP1	Neural	Muscle
HSP90B1	LRP1	USC	Muscle
HSP90B1	LRP1	UDC	Muscle
HSP90B1	LRP1	Stromal	Muscle
HSP90B1	LRP1	Endothelial	USC
HSP90B1	LRP1	Epithelial	USC
HSP90B1	LRP1	Liver	USC
HSP90B1	LRP1	Muscle	USC
HSP90B1	LRP1	Neural	USC
HSP90B1	LRP1	USC	USC
HSP90B1	LRP1	UDC	USC
HSP90B1	LRP1	Stromal	USC
ITGB3BP	ITGB5	Endothelial	USC
ITGB3BP	ITGB5	Epithelial	USC
ITGB3BP	ITGB5	Liver	USC
ITGB3BP	ITGB5	Muscle	USC
ITGB3BP	ITGB5	Neural	USC
ITGB3BP	ITGB5	USC	USC
ITGB3BP	ITGB5	UDC	USC
ITGB3BP	ITGB5	Stromal	USC
ADAM10	AXL	Muscle	Endothelial
ADAM10	AXL	Neural	Endothelial
ADAM10	AXL	USC	Endothelial
ADAM10	AXL	Muscle	Neural
ADAM10	AXL	Neural	Neural
ADAM10	AXL	USC	Neural
ADAM10	AXL	Muscle	USC
ADAM10	AXL	Neural	USC
ADAM10	AXL	USC	USC
ADAM17	ITGB1	Endothelial	Endothelial
ADAM17	ITGB1	Muscle	Endothelial
ADAM17	ITGB1	Neural	Endothelial
ADAM17	ITGB1	Endothelial	Epithelial
ADAM17	ITGB1	Muscle	Epithelial
ADAM17	ITGB1	Neural	Epithelial
ADAM17	ITGB1	Endothelial	Liver
ADAM17	ITGB1	Muscle	Liver
ADAM17	ITGB1	Neural	Liver
ADAM17	ITGB1	Endothelial	Muscle
ADAM17	ITGB1	Muscle	Muscle
ADAM17	ITGB1	Neural	Muscle
ADAM17	ITGB1	Endothelial	Neural
ADAM17	ITGB1	Muscle	Neural
ADAM17	ITGB1	Neural	Neural
ADAM17	ITGB1	Endothelial	USC
ADAM17	ITGB1	Muscle	USC
ADAM17	ITGB1	Neural	USC
ADAM17	ITGB1	Endothelial	Stromal
ADAM17	ITGB1	Muscle	Stromal
ADAM17	ITGB1	Neural	Stromal
APOE	LRP1	Endothelial	Endothelial
APOE	LRP1	Epithelial	Endothelial
APOE	LRP1	Liver	Endothelial
APOE	LRP1	Muscle	Endothelial
APOE	LRP1	Neural	Endothelial
APOE	LRP1	USC	Endothelial
APOE	LRP1	UDC	Endothelial
APOE	LRP1	Stromal	Endothelial
APOE	LRP1	Endothelial	Muscle
APOE	LRP1	Epithelial	Muscle
APOE	LRP1	Liver	Muscle
APOE	LRP1	Muscle	Muscle
APOE	LRP1	Neural	Muscle
APOE	LRP1	USC	Muscle
APOE	LRP1	UDC	Muscle
APOE	LRP1	Stromal	Muscle
APOE	LRP1	Endothelial	USC
APOE	LRP1	Epithelial	USC
APOE	LRP1	Liver	USC
APOE	LRP1	Muscle	USC
APOE	LRP1	Neural	USC
APOE	LRP1	USC	USC
APOE	LRP1	UDC	USC
APOE	LRP1	Stromal	USC
APOE	LRP2	Endothelial	Stromal
APOE	LRP2	Epithelial	Stromal
APOE	LRP2	Liver	Stromal
APOE	LRP2	Muscle	Stromal
APOE	LRP2	Neural	Stromal
APOE	LRP2	USC	Stromal
APOE	LRP2	UDC	Stromal
APOE	LRP2	Stromal	Stromal
APOE	SORL1	Endothelial	Muscle
APOE	SORL1	Epithelial	Muscle
APOE	SORL1	Liver	Muscle
APOE	SORL1	Muscle	Muscle
APOE	SORL1	Neural	Muscle
APOE	SORL1	USC	Muscle
APOE	SORL1	UDC	Muscle
APOE	SORL1	Stromal	Muscle
APOE	SORL1	Endothelial	USC
APOE	SORL1	Epithelial	USC
APOE	SORL1	Liver	USC
APOE	SORL1	Muscle	USC
APOE	SORL1	Neural	USC
APOE	SORL1	USC	USC
APOE	SORL1	UDC	USC
APOE	SORL1	Stromal	USC
LAMB1	ITGA6	Muscle	Endothelial
LAMB1	ITGA6	Muscle	Neural
LAMB1	ITGA6	Muscle	USC
LAMB1	ITGB1	Muscle	Endothelial
LAMB1	ITGB1	Muscle	Epithelial
LAMB1	ITGB1	Muscle	Liver
LAMB1	ITGB1	Muscle	Muscle
LAMB1	ITGB1	Muscle	Neural
LAMB1	ITGB1	Muscle	USC
LAMB1	ITGB1	Muscle	Stromal
NAMPT	INSR	Endothelial	Endothelial
NAMPT	INSR	Muscle	Endothelial
NAMPT	INSR	Neural	Endothelial
NAMPT	INSR	USC	Endothelial
NAMPT	INSR	UDC	Endothelial
NAMPT	INSR	Endothelial	Muscle
NAMPT	INSR	Muscle	Muscle
NAMPT	INSR	Neural	Muscle
NAMPT	INSR	USC	Muscle
NAMPT	INSR	UDC	Muscle
NAMPT	INSR	Endothelial	Neural
NAMPT	INSR	Muscle	Neural
NAMPT	INSR	Neural	Neural
NAMPT	INSR	USC	Neural
NAMPT	INSR	UDC	Neural
NAMPT	INSR	Endothelial	USC
NAMPT	INSR	Muscle	USC
NAMPT	INSR	Neural	USC
NAMPT	INSR	USC	USC
NAMPT	INSR	UDC	USC
GNAI2	IGF1R	Endothelial	Muscle
GNAI2	IGF1R	Epithelial	Muscle
GNAI2	IGF1R	Liver	Muscle
GNAI2	IGF1R	Muscle	Muscle
GNAI2	IGF1R	Neural	Muscle
GNAI2	IGF1R	USC	Muscle
GNAI2	IGF1R	UDC	Muscle
GNAI2	IGF1R	Stromal	Muscle
GNAI2	IGF1R	Endothelial	Neural
GNAI2	IGF1R	Epithelial	Neural
GNAI2	IGF1R	Liver	Neural
GNAI2	IGF1R	Muscle	Neural
GNAI2	IGF1R	Neural	Neural
GNAI2	IGF1R	USC	Neural
GNAI2	IGF1R	UDC	Neural
GNAI2	IGF1R	Stromal	Neural
GNAI2	IGF1R	Endothelial	USC
GNAI2	IGF1R	Epithelial	USC
GNAI2	IGF1R	Liver	USC
GNAI2	IGF1R	Muscle	USC
GNAI2	IGF1R	Neural	USC
GNAI2	IGF1R	USC	USC
GNAI2	IGF1R	UDC	USC
GNAI2	IGF1R	Stromal	USC
GNAI2	UNC5B	Endothelial	Endothelial
GNAI2	UNC5B	Epithelial	Endothelial
GNAI2	UNC5B	Liver	Endothelial
GNAI2	UNC5B	Muscle	Endothelial
GNAI2	UNC5B	Neural	Endothelial
GNAI2	UNC5B	USC	Endothelial
GNAI2	UNC5B	UDC	Endothelial
GNAI2	UNC5B	Stromal	Endothelial
GNAI2	UNC5B	Endothelial	USC
GNAI2	UNC5B	Epithelial	USC
GNAI2	UNC5B	Liver	USC
GNAI2	UNC5B	Muscle	USC
GNAI2	UNC5B	Neural	USC
GNAI2	UNC5B	USC	USC
GNAI2	UNC5B	UDC	USC
GNAI2	UNC5B	Stromal	USC
HLA-C	DDR1	Endothelial	Endothelial
HLA-C	DDR1	Muscle	Endothelial
HLA-C	DDR1	Neural	Endothelial
HLA-C	DDR1	USC	Endothelial
HLA-C	DDR1	Endothelial	Epithelial
HLA-C	DDR1	Muscle	Epithelial
HLA-C	DDR1	Neural	Epithelial
HLA-C	DDR1	USC	Epithelial
HLA-C	DDR1	Endothelial	Liver
HLA-C	DDR1	Muscle	Liver
HLA-C	DDR1	Neural	Liver
HLA-C	DDR1	USC	Liver
HLA-C	DDR1	Endothelial	Muscle
HLA-C	DDR1	Muscle	Muscle
HLA-C	DDR1	Neural	Muscle
HLA-C	DDR1	USC	Muscle
HLA-C	DDR1	Endothelial	Neural
HLA-C	DDR1	Muscle	Neural
HLA-C	DDR1	Neural	Neural
HLA-C	DDR1	USC	Neural
HLA-C	DDR1	Endothelial	USC
HLA-C	DDR1	Muscle	USC
HLA-C	DDR1	Neural	USC
HLA-C	DDR1	USC	USC
HLA-B	CANX	Endothelial	Endothelial
HLA-B	CANX	Muscle	Endothelial
HLA-B	CANX	Endothelial	Epithelial
HLA-B	CANX	Muscle	Epithelial
HLA-B	CANX	Endothelial	Liver
HLA-B	CANX	Muscle	Liver
HLA-B	CANX	Endothelial	Muscle
HLA-B	CANX	Muscle	Muscle
HLA-B	CANX	Endothelial	Neural
HLA-B	CANX	Muscle	Neural
HLA-B	CANX	Endothelial	USC
HLA-B	CANX	Muscle	USC
HLA-B	CANX	Endothelial	UDC
HLA-B	CANX	Muscle	UDC
HLA-B	CANX	Endothelial	Stromal
HLA-B	CANX	Muscle	Stromal
CALM1	GRM4	Endothelial	USC
CALM1	GRM4	Epithelial	USC
CALM1	GRM4	Liver	USC
CALM1	GRM4	Muscle	USC
CALM1	GRM4	Neural	USC
CALM1	GRM4	USC	USC
CALM1	GRM4	UDC	USC
CALM1	GRM4	Stromal	USC
CALM1	HMMR	Endothelial	Neural
CALM1	HMMR	Epithelial	Neural
CALM1	HMMR	Liver	Neural
CALM1	HMMR	Muscle	Neural
CALM1	HMMR	Neural	Neural
CALM1	HMMR	USC	Neural
CALM1	HMMR	UDC	Neural
CALM1	HMMR	Stromal	Neural
CALM1	HMMR	Endothelial	USC
CALM1	HMMR	Epithelial	USC
CALM1	HMMR	Liver	USC
CALM1	HMMR	Muscle	USC
CALM1	HMMR	Neural	USC
CALM1	HMMR	USC	USC
CALM1	HMMR	UDC	USC
CALM1	HMMR	Stromal	USC
CALM1	INSR	Endothelial	Endothelial
CALM1	INSR	Epithelial	Endothelial
CALM1	INSR	Liver	Endothelial
CALM1	INSR	Muscle	Endothelial
CALM1	INSR	Neural	Endothelial
CALM1	INSR	USC	Endothelial
CALM1	INSR	UDC	Endothelial
CALM1	INSR	Stromal	Endothelial
CALM1	INSR	Endothelial	Muscle
CALM1	INSR	Epithelial	Muscle
CALM1	INSR	Liver	Muscle
CALM1	INSR	Muscle	Muscle
CALM1	INSR	Neural	Muscle
CALM1	INSR	USC	Muscle
CALM1	INSR	UDC	Muscle
CALM1	INSR	Stromal	Muscle
CALM1	INSR	Endothelial	Neural
CALM1	INSR	Epithelial	Neural
CALM1	INSR	Liver	Neural
CALM1	INSR	Muscle	Neural
CALM1	INSR	Neural	Neural
CALM1	INSR	USC	Neural
CALM1	INSR	UDC	Neural
CALM1	INSR	Stromal	Neural
CALM1	INSR	Endothelial	USC
CALM1	INSR	Epithelial	USC
CALM1	INSR	Liver	USC
CALM1	INSR	Muscle	USC
CALM1	INSR	Neural	USC
CALM1	INSR	USC	USC
CALM1	INSR	UDC	USC
CALM1	INSR	Stromal	USC
CALM1	PTPRA	Endothelial	Endothelial
CALM1	PTPRA	Epithelial	Endothelial
CALM1	PTPRA	Liver	Endothelial
CALM1	PTPRA	Muscle	Endothelial
CALM1	PTPRA	Neural	Endothelial
CALM1	PTPRA	USC	Endothelial
CALM1	PTPRA	UDC	Endothelial
CALM1	PTPRA	Stromal	Endothelial
CALM1	PTPRA	Endothelial	Epithelial
CALM1	PTPRA	Epithelial	Epithelial
CALM1	PTPRA	Liver	Epithelial
CALM1	PTPRA	Muscle	Epithelial
CALM1	PTPRA	Neural	Epithelial
CALM1	PTPRA	USC	Epithelial
CALM1	PTPRA	UDC	Epithelial
CALM1	PTPRA	Stromal	Epithelial
CALM1	PTPRA	Endothelial	Liver
CALM1	PTPRA	Epithelial	Liver
CALM1	PTPRA	Liver	Liver
CALM1	PTPRA	Muscle	Liver
CALM1	PTPRA	Neural	Liver
CALM1	PTPRA	USC	Liver
CALM1	PTPRA	UDC	Liver
CALM1	PTPRA	Stromal	Liver
CALM1	PTPRA	Endothelial	Muscle
CALM1	PTPRA	Epithelial	Muscle
CALM1	PTPRA	Liver	Muscle
CALM1	PTPRA	Muscle	Muscle
CALM1	PTPRA	Neural	Muscle
CALM1	PTPRA	USC	Muscle
CALM1	PTPRA	UDC	Muscle
CALM1	PTPRA	Stromal	Muscle
CALM1	PTPRA	Endothelial	Neural
CALM1	PTPRA	Epithelial	Neural
CALM1	PTPRA	Liver	Neural
CALM1	PTPRA	Muscle	Neural
CALM1	PTPRA	Neural	Neural
CALM1	PTPRA	USC	Neural
CALM1	PTPRA	UDC	Neural
CALM1	PTPRA	Stromal	Neural
CALM1	PTPRA	Endothelial	USC
CALM1	PTPRA	Epithelial	USC
CALM1	PTPRA	Liver	USC
CALM1	PTPRA	Muscle	USC
CALM1	PTPRA	Neural	USC
CALM1	PTPRA	USC	USC
CALM1	PTPRA	UDC	USC
CALM1	PTPRA	Stromal	USC
CALM1	PTPRA	Endothelial	Stromal
CALM1	PTPRA	Epithelial	Stromal
CALM1	PTPRA	Liver	Stromal
CALM1	PTPRA	Muscle	Stromal
CALM1	PTPRA	Neural	Stromal
CALM1	PTPRA	USC	Stromal
CALM1	PTPRA	UDC	Stromal
CALM1	PTPRA	Stromal	Stromal
PSAP	LRP1	Endothelial	Endothelial
PSAP	LRP1	Epithelial	Endothelial
PSAP	LRP1	Liver	Endothelial
PSAP	LRP1	Muscle	Endothelial
PSAP	LRP1	Neural	Endothelial
PSAP	LRP1	USC	Endothelial
PSAP	LRP1	UDC	Endothelial
PSAP	LRP1	Stromal	Endothelial
PSAP	LRP1	Endothelial	Muscle
PSAP	LRP1	Epithelial	Muscle
PSAP	LRP1	Liver	Muscle
PSAP	LRP1	Muscle	Muscle
PSAP	LRP1	Neural	Muscle
PSAP	LRP1	USC	Muscle
PSAP	LRP1	UDC	Muscle
PSAP	LRP1	Stromal	Muscle
PSAP	LRP1	Endothelial	USC
PSAP	LRP1	Epithelial	USC
PSAP	LRP1	Liver	USC
PSAP	LRP1	Muscle	USC
PSAP	LRP1	Neural	USC
PSAP	LRP1	USC	USC
PSAP	LRP1	UDC	USC
PSAP	LRP1	Stromal	USC
PSAP	SORT1	Endothelial	Muscle
PSAP	SORT1	Epithelial	Muscle
PSAP	SORT1	Liver	Muscle
PSAP	SORT1	Muscle	Muscle
PSAP	SORT1	Neural	Muscle
PSAP	SORT1	USC	Muscle
PSAP	SORT1	UDC	Muscle
PSAP	SORT1	Stromal	Muscle
PSAP	SORT1	Endothelial	USC
PSAP	SORT1	Epithelial	USC
PSAP	SORT1	Liver	USC
PSAP	SORT1	Muscle	USC
PSAP	SORT1	Neural	USC
PSAP	SORT1	USC	USC
PSAP	SORT1	UDC	USC
PSAP	SORT1	Stromal	USC
TFPI	LRP1	Muscle	Endothelial
TFPI	LRP1	Muscle	Muscle
TFPI	LRP1	Muscle	USC
TFPI	SDC4	Muscle	Endothelial
TFPI	SDC4	Muscle	Muscle
TFPI	SDC4	Muscle	USC
LTBP1	ITGB5	Muscle	USC
GPC3	CD81	Endothelial	Endothelial
